Licensee Name,DBA,License Number,License Type,Street Address,City,State,Zip,Latitude,Longitude
ACE HI TAVERN CO,ACE HI TAVERN CO,11-53688-0000,Tavern (city,1216 WASHINGTON,Golden,CO,804011145,39.754617,-105.221108983
MIDNIGHT VENTURES LLC,DOVE CREEK SINCLAIR,04-01291,Fermented Malt Beverage and Wine (city,419 WEST HIGHWAY 491,Dove Creek,CO,81324,37.76524001,-108.911893968
,LOCAL DRIVE,03-15976,Takeout & Delivery Permit,3503 NORTH BRIGHTON BOULEVARD,Denver,CO,80216,39.770601,-104.978728986
OG QUINCYS INC,QUINCY'S,03-12892,Hotel & Restaurant (city,416 HARRISON AVENUE,Leadville,CO,80461,39.24787702,-106.291180042
JAKS BREWING COMPANY LLC,JAKS BREWING COMPANY,03-03969,Manufacturer (brewery,555 AMELIA STREET SUITE 150,Colorado Springs,CO,80915,38.84019202,-104.717005987
BRASSFIELD ESTATE WINERY LLC,BRASSFIELD ESTATE WINERY LLC,28-55675-0000,Winery Direct Shipper's Permit,10915 HIGH VALLEY RD,Clearlake Oaks,CA,954238526,39.04881901,-122.713530959
"Kelley Stearns Fox Wines, LLC",Kelley Fox Wines,03-18473,Winery Direct Shipper's Permit,26421 Highway 47,Gaston,OR,97119,45.40698899,-123.125250965
,LECHUGA'S,03-03784,Takeout & Delivery Permit,3609 TEJON STREET,Denver,CO,80211,39.76707599,-105.011438022
MCNAB RIDGE WINERY LLC,MCNAB RIDGE WINERY,25-59089-0000,Winery Direct Shipper's Permit,2350 MCNAB RANCH RD,Ukiah,CA,954829350,39.04123466,-123.19432621
WILLIEBOYZ LLC,THE BEER RUN,03-07348,Tavern (city,1023 SOUTH PUEBLO BOULEVARD,Pueblo,CO,81005,38.24789698,-104.662692009
INDIA INC & 7-ELEVEN INC,7-ELEVEN STORE 34741A,42-98070-0000,Fermented Malt Beverage and Wine (city,7080 TOWER RD,Denver,CO,802497311,39.82505902,-104.770994999
Snooze an A.M. Eatery,SNOOZE AN A.M. EATERY,03-17817,Takeout & Delivery Permit,101 BROADWAY SUITE 1,Denver,CO,80203,39.718578,-104.987934998
OLDE WORLD IMPORTS INC,AIDIL WINES AND LIQUORS,28-73324-0000,Importer (vinous & spirituous,574 FERRY ST,Newark,NJ,7105,40.73288698,-74.136419983
MHH BRECKENRIDGE OPERATING LLC,RESIDENCE INN BY MARRIOTT - BRECKENRIDGE,03-20143,Hotel & Restaurant (city,600 SOUTH RIDGE STREET,Breckenridge,CO,80424,39.47615199,-106.043150977
ROUGHNECKS SALOON LLC,SUNSET TAVERN,15-77790-0000,Tavern (city,200 EAST MAIN STREET,Aguilar,CO,81020,37.40220101,-104.653010995
GRUBSTAKE RESTAURANT INC,GONDOLA PUB & GRILL THE,08-84219-0000,Hotel & Restaurant (city,2305 MT WERNER CIRCLE,Steamboat Springs,CO,804879023,40.45734801,-106.805583978
"LEONARDINI FAMILY WINERY, LLC",WHITEHALL LANE WINERY,03-05157,Importer (vinous & spirituous,1563 ST. HELENA HWY,Saint Helena,CA,94574,38.477682,-122.438168005
GMIC VINEYARDS LLC,HANZELL VINEYARDS,14-68218-0000,Winery Direct Shipper's Permit,18596 LOMITA AVE,Sonoma,CA,954764619,38.311142,-122.463053038
HD2 OPCO INC,SILVERTON MOUNTAIN,03-20185,Optional Premises (county,6226 HIGHWAY 110,Silverton,CO,81433,37.8843124,-107.666168106
TRINIDAD SMOKEHOUSE LLC,TRINIDAD SMOKEHOUSE LLC,03-12670,Hotel & Restaurant (city,225 WEST MAIN,Trinidad,CO,81082,37.16809499,-104.507142997
BRICKER JOHN A,THREE BARREL BREWING CO / BRICKER BEER,42-23859-0002,Wholesale Beer (malt liquor,586 COLUMBIA ST,DEL NORTE,CO,811322200,37.67806599,-106.354355033
ALPHA IMPORTS INC,ALPHA IMPORTS INC,03-15602,Wholesale (vinous & spirituous,13698 EAST ILIFF AVENUE UNIT B,Aurora,CO,80014,39.67445809,-104.830580943
MACHETE LLC,MACHETE,03-02400,Hotel & Restaurant (city,1730 WYNKOOP STREET,Denver,CO,80202,39.75292901,-104.999071027
BIG THOMPSON BREWING COMPANY LLC,BIG THOMPSON BREWERY,03-02600,Wholesale Beer (malt liquor,114 E 15TH ST,Loveland,CO,80538,40.40777701,-105.075425974
DILLON COMPANIES LLC,ANISA M GONZALES,03-16952,Manager Permit (LLDS,6127 West Girard Avenue,Denver,CO,80227,39.65565401,-105.065506997
MURPHY OIL USA INC,MURPHY EXPRESS #8937,04-01793,Fermented Malt Beverage and Wine (city,14900 EAST COLFAX AVENUE,Aurora,CO,80011,39.7397043,-104.814109916
CASA SANCHEZ 5 LLC,CASA SANCHEZ 5,03-18451,Hotel & Restaurant (city,"121 MAIN STREET, UNIT A",Frisco,CO,80443,39.57563998,-106.100647983
FOCO BLENDINGS LLC,BLENDINGS,03-16513,Importer (vinous & spirituous,3924 BINGHAM HILL ROAD,Fort Collin,CO,80521,40.620443,-105.149516969
BJ'S RESTAURANT OPERATIONS COMPANY,BJ'S RESTAURANT & BREWHOUSE,03-00854,Hotel & Restaurant (city,2670 EAST HARMONY ROAD,Fort Collins,CO,80525,40.52383301,-105.027374032
MINI MART INC,LOAF N JUG #28,03-27943-0048,Fermented Malt Beverage and Wine (city,120 S SANTA FE AVE,Pueblo,CO,81003,38.26735201,-104.606471986
ARDAS INC & 7-ELEVEN INC,7-ELEVEN STORE 35717B,04-01647,Fermented Malt Beverage and Wine (city,6400 CROSSROADS BOULEVARD,Windsor,CO,80550,40.43666801,-104.98105203
MINI MART INC,LOAF N JUG #2,03-27943-0030,Fermented Malt Beverage and Wine (city,2050 LAKE AVE,Pueblo,CO,81004,38.23172699,-104.624135003
RONIN CONGRESS PARK LLC,RONIN CONGRESS PARK,03-14278,Hotel & Restaurant (city,1160 NORTH MADISON,Denver,CO,80206,39.734785,-104.945896987
TARGET CORPORATION,TARGET STORE T-1976,01-52854-0045,Fermented Malt Beverage and Wine (city,7400 S GARTRELL,Aurora,CO,80016,39.58115997,-104.721591391
PILOT TRAVEL CENTERS LLC,PILOT TRAVEL CENTER #621,18-12964-0002,Fermented Malt Beverage and Wine (city,2495 WILLIAMS AVE,Limon,CO,808289334,39.27508601,-103.710444022
MINI MART INC,LOAF N JUG #42,03-27943-0062,Fermented Malt Beverage and Wine (city,1930 SOUTH ACADEMY BOULEVARD,Colorado Springs,CO,809164504,38.80418499,-104.758831013
TEXAS ROADHOUSE HOLDINGS LLC,TEXAS ROADHOUSE,03-04018,Takeout & Delivery Permit,8470 EAST NORTHFIELD BOULEVARD,Denver,CO,80238,39.7854101,-104.888903001
PATEL LIQUOR III LLC,COUNTRY CLUB LIQUORS,03-20141,Retail Liquor Store (city,683 HORIZON DRIVE #105,Grand Junction,CO,81506,39.10437301,-108.550449036
LA SIERRITA LLC,LA SIERRITA MEXICAN GRILL,03-14182,Beer & Wine (city,1200-B EAST EVANS AVENUE,Pueblo,CO,81004,38.24587699,-104.614661021
"THE OFFICE DLP, LLC","TAIL FEATHERS, LTD",03-14195,Tavern (county,"11010 EAST 120TH AVENUE, UNIT C",Henderson,CO,80640,39.91384198,-104.858505002
BERNARDUS LLC,BERNARDUS WINERY,26-38817-0002,Winery Direct Shipper's Permit,21810 PARROT RANCH ROAD,Carmel Valley,CA,93924,36.38386484,-121.601270457
"FRESH VINE WINE, INC.",FRESH VINE,03-18996,Winery Direct Shipper's Permit,2515 NAPA VALLEY CORPORATE DRIVE,NAPA,CA,94558,38.25544401,-122.275393038
KAMBSLAND LLC,BATTLE MOUNTAIN BREWING CO,03-17831,Tavern (city,330 3RD STREET,Castle Rock,CO,80104,39.37201799,-104.859528013
HUNEEUS WINES LLC,FLOWERS VINEYARD AND WINERY,03-13195,Winery Direct Shipper's Permit,4035 WESTSIDE ROAD,Healdsburg,CA,95448,38.56403299,-122.873137986
"SILVERTON GROCERY, LLC",SILVERTON GROCERY,26-19487-0000,Fermented Malt Beverage and Wine (city,717 GREENE STREET,Silverton,CO,81433,37.80776002,-107.668431004
SHAKE SHACK COLORADO LLC,SHAKE SHACK #1363 DENVER TECH CENTER,03-15456,Beer & Wine (city,7979 EAST ARAPAHOE ROAD,Greenwood Village,CO,80112,39.595582,-104.896209987
"FIRE WINGS, CO LLC",FIRE WINGS,03-16135,Hotel & Restaurant (city,13950 EAST MISSISSIPPI AVENUE UNIT C,Aurora,CO,80012,39.6961852,-104.825180063
NEIGHBORHOOD NOODLE INC,SHELLS AND SAUCE,42-42104-0000,Hotel & Restaurant (city,2600 EAST 12TH AVENUE,Denver,CO,802063208,39.73494798,-104.955934987
PATRICIA L MEDINA LLC,PAT'S BAR & GRILL,03-12937,Hotel & Restaurant / Optional (city,140 WEST BRIDGE STREET,Hotchkiss,CO,81419,38.79920602,-107.721670003
TABOCHE WINERY LLC,TABOCHE WINERY LLC,03-14494,Limited Winery,13680 FALL CREEK CIRCLE,Broomfield,CO,80020,39.944635,-105.067038036
COSTCO WHOLESALE CORPORATION,COSTCO WHOLESALE #1022,03-16196,Liquor Licensed Drug Store (city,18414 COTTONWOOD DRIVE,Parker,CO,80138,39.55559202,-104.776060015
PURGATORY CELLARS LLP,PURGATORY CELLARS LLP,03-04137,Limited Winery,18921 PLAZA DR UNIT 100 & 101,Parker,CO,80134,39.52699699,-104.770053963
HIVE INC,TANGERINE,42-89074-0000,Hotel & Restaurant (city,2777 IRIS AVENUE,Boulder,CO,803042433,40.037236,-105.258906002
BIG THOMPSON BREWING COMPANY LLC,BIG THOMPSON BREWERY,03-02599,Manufacturer (brewery,114 E 15TH ST,Loveland,CO,80538,40.40777701,-105.075425974
WHEELER WINERY INC,DELOACH VINEYARDS,12-75173-0000,Winery Direct Shipper's Permit,1791 OLIVET RD,Santa Rosa,CA,954013814,38.462159,-122.821285018
OURAY COUNTY,OURAY COUNTY FAIRGROUND,26-48208-0000,Tavern (city,22739 HWY 550,Ridgway,CO,814329676,38.1511764,-107.748098166
THE BUNKHOUSE,THE BUNKHOUSE,03-06941,Takeout & Delivery Permit,175 WILLIAMS STREET,Minturn,CO,81645,39.58804398,-106.431647998
EAGLE ROCK DISTRIBUTING COMPANY OF COLORADO LLC,EAGLE ROCK DISTRIBUTING COMPANY OF COLORADO LLC,03-14129,Wholesale (vinous & spirituous,1455 EAST 62ND AVENUE,Denver,CO,80216,39.81020901,-104.970774979
DESHMESH LLC,SINCLAIR- MANITOU SPRINGS,04-00933,Fermented Malt Beverage and Wine (city,201 MANITOU AVENUE,Manitou Springs,CO,80829,38.857202,-104.896611983
MANITOU ART THEATRE THE,MILLIBO ART THEATRE THE,03-02194,Arts License (city,1626 SOUTH TEJON STREET,Colorado Springs,CO,80906,38.810521,-104.826325031
HARKINS ARVADA LLC,HARKINS THEATRES,03-09075,Lodging & Entertainment (City,5550 WADSWORTH BOULEVARD,Arvada,CO,80002,39.79790269,-105.081405397
MINI MART INC,LOAF N JUG #68,03-27943-0087,Fermented Malt Beverage and Wine (city,109 WEST 4TH STREET,Hugo,CO,808211111,39.13633654,-103.475701157
GESTALT WINE COMPANY,GESTALT WINE COMPANY,03-18043,Winery Direct Shipper's Permit,707 TECHNOLOGY WAY,Napa,CA,94558,38.22507901,-122.268207987
THAI 101 LLC,THAI 202 CONIFER,03-18285,Hotel & Restaurant (county,25797 CONIFER ROAD UNIT B112,Conifer,CO,80433,39.54323802,-105.294448037
QUIKTRIP CORPORATION,QUIKTRIP #4206,04-01724,Fermented Malt Beverage and Wine(county,16791 MARKET STREET,Parker,CO,80134,39.54626502,-104.794881998
BRIGHT SPIRITS LLC,BRIGHTSIDE SPIRITS,03-12865,Retail Liquor Store (city,1305 ESCALANTE DRIVE SUITE 101-A,Durango,CO,81303,37.22318199,-107.860478008
AC GOLDEN BREWING COMPANY LLC,AC GOLDEN BREWING COMPANY,03-09312,Wholesale Beer (malt liquor,"1001 VASQUEZ STREET  CELLS B-1,2,3,4",Golden,CO,80401,39.76182502,-105.215181972
BAXTER WINERY INC,PHILIPPE LORRAINE,03-11427,Winery Direct Shipper's Permit,28000 GREENWOOD ROAD,Elk,CA,95432,39.12266999,-123.596664036
TAQUERIA MEXICO #2 INC,TAQUERIA MEXICO #2 INC,40-04931-0000,Hotel & Restaurant (city,1720 ELM AVENUE,Rocky Ford,CO,810671832,38.04912899,-103.709302993
GESAM INC,CRIPPLE CREEK LIQUOR,42-44887-0000,Retail Liquor Store (city,1073 TELLER COUNTY RD #1,Cripple Creek,CO,80813,38.75100597,-105.192363753
INDOCHINE ENTERPRISES INC,INDOCHINE CUISINE,41-26314-0000,Beer & Wine (city,19751 E MAIN ST SUITE R-2,Parker,CO,80138,39.518542,-104.76038703
AMULET ESTATE LLC,AMULET ESTATE AND WINE,03-18748,Winery Direct Shipper's Permit,230 NORTH FORK CRYSTAL SPRINGS ROAD,Saint Helena,CA,94574,38.55707002,-122.492255002
CASA SANCHEZ 4 LLC,CASA SANCHEZ 4,03-16432,Hotel & Restaurant (city,706 MAIN STREET,Fairplay,CO,80440,39.22309299,-105.99862899
AKS LLC,CINDER & CRUISE LIQUORS,42-39448-0000,Retail Liquor Store (city,7485 WESTGATE DRIVE,Windsor,CO,80528,40.48022499,-104.989290016
CANAL STREET BREWING CO LLC,FOUNDERS BREWING CO,03-12513,Manufacturer (brewery,4910 NAUTILUS COURT NORTH,Boulder,CO,80301,40.062525,-105.204792016
TALON WINERY LLC,TALON WINES,41-97969-0001,Limited Winery,3701 G ROAD,Palisade,CO,815268614,39.105558,-108.365815994
PAISANO'S II LLC,SAUCE ON THE MAGGIE/TADDEOS,41-56001-0000,Hotel & Restaurant (city,655 SOUTH PARK AVE PLAZA A UNIT A-2,Breckenridge,CO,80424,39.47643898,-106.046919984
BIRDCALL KIOSK HOLDINGS LLC,BIRDCALL,03-16000,Takeout & Delivery Permit,444 SOUTH WADSWORTH BOULEVARD,Lakewood,CO,80226,39.70864599,-105.080774969
CRABTREE BREWING COMPANY LTD,CRABTREE BREWING COMPANY,26-64787-0001,Wholesale Beer (malt liquor,2961 29TH STREET,Greeley,CO,80631,40.39098002,-104.726942985
JAM HOSPITALITY LLC,HANDLE BAR,03-09279,Takeout & Delivery Permit,417 MONUMENT ROAD  UNIT 1,Grand Junction,CO,81507,39.06533999,-108.586279996
GNEBRIATED GNOME DISTILLING LLC,GNEBRIATED GNOME DISTILLING,03-20107,Takeout & Delivery Permit,1708 EAST LINCOLN AVENUE UNITS 1-3,Fort Collins,CO,80524,40.58515099,-105.04617397
CANVAS AND COCKTAILS INC,CANVAS AND COCKTAILS,03-15774,Lodging & Entertainment (City,8405 PARK MEADOWS CENTER DRIVE #1178,Lone Tree,CO,80124,39.56261999,-104.876260974
FOUR FRIEND KITCHEN LLC,FOUR FRIENDS KITCHEN,03-03759,Hotel & Restaurant (city,2893 N ROSLYN ST,Denver,CO,80238,39.75726099,-104.900735042
OPEN TRADING CORP.,OPEN TRADING CORP.,03-00919,Wholesale Beer (malt liquor,"2045 SOUTH VALENTIA, UNIT 12",Denver,CO,80231,39.67991002,-104.892351965
"NEW IMAGE BREWING COMPANY, LLC",NEW IMAGE BREWING COMPANY LLC,03-18170,Vintner's Restaurant (city,9505 WEST 44TH AVENUE SUITE 100,Wheat Ridge,CO,80033,39.77875298,-105.10405604
TIME & TIME COMPANY CORPORATION,D A LIQUOR MART,03-18130,Retail Liquor Store (city,9625 EAST ARAPAHOE ROAD SUITE Q,Greenwood Village,CO,80112,39.595834,-104.876850976
LAS MONTANAS ASPEN LLC,LAS MONTANAS,03-16183,Hotel & Restaurant (city,205 SOUTH MILL STREET SPACE 306,Aspen,CO,81611,39.18961763,-106.819760793
BROWNS TRADING POST INC,TRADING POST RESORT,04-01658,Fermented Malt Beverage On/Off (county,44414 POUDRE CANYON ROAD,Bellvue,CO,80512,40.67675401,-105.781249025
MINI MART INC,LOAF N JUG #50,03-27943-0069,Fermented Malt Beverage and Wine (city,1025 5TH STREET,Calhan,CO,80808,39.03589586,-104.30440834
LAKEWOOD COUNTRY CLUB,LAKEWOOD COUNTRY CLUB,01-10899-0000,Club License (city,6800 WEST 10TH AVENUE,Lakewood,CO,802144791,39.73141602,-105.070055018
RBAR LLC,RBAR,03-05819,Hotel & Restaurant (city,105 & 107 EAST LAUREL STREET,Fort Collins,CO,80524,40.57788598,-105.076588041
WALMART INC.,WALMART STORE #3382,09-49518-0082,Fermented Malt Beverage and Wine(county,78 N MCCULLOCH BLVD,Pueblo West,CO,81007,38.33640598,-104.740130987
AMER LEGION POST,FORT LUPTON POST 102,14-06664-0001,Club License (city,942 DENVER AVENUE,Fort Lupton,CO,806212633,40.088447,-104.810220965
KRUPP BROTHERS LLC,KRUPP BROTHERS,07-74270-0000,Winery Direct Shipper's Permit,1094 HARDMAN AVENUE,Napa,CA,94558,38.34836599,-122.279727991
UDOM THAI INC,UDOM THAI,03-05995,Beer & Wine (city,7412 SOUTH UNIVERSITY BOULEVARD,Centennial,CO,80112,39.58208449,-104.959500397
PEJU FAMILY OPERATING PARTNERSHIP LP,PEJU PROVINCE WINERY,03-06069,Winery Direct Shipper's Permit,8466 ST HELENA HIGHWAY,Rutherford,CA,94573,38.455744,-122.417390022
BRASS STEAMBOAT INC,BRASS,03-20407,Hotel & Restaurant (city,700 YAMPA ST UNIT A102,Steamboat Springs,CO,80487,40.48509601,-106.834511015
El Tapatio,EL TAPATIO,42-87426-0000,Takeout & Delivery Permit,588 SUMMIT BLVD,Broomfield,CO,800218219,39.92813199,-105.136525019
GREEN TARA INC,BUDDHA GARDEN ASIAN FOOD,03-20205,Hotel & Restaurant (city,47 COOPER CREEK WAY #221,Winter Park,CO,80482,39.91768701,-105.785130014
BACK DOOR BURGER GRILL LLC,BACK DOOR GRILL,03-03939,Hotel & Restaurant (city,825 OAK STREET,Steamboat Springs,CO,80487,40.48716298,-106.834549991
CF ALTITUDE LLC,ALTA #6142,04-01543,Fermented Malt Beverage and Wine (city,122 SOUTH LINCOLN STREET,Burlington,CO,80807,39.30040502,-102.278082968
BACKSTAGE THEATRE INC,BRECKENRIDGE BACKSTAGE THEATRE,05-15374-0000,Arts License (city,121 S RIDGE ST,Breckenridge,CO,804248830,39.48144399,-106.045155006
OPEN TRADING CORP.,OPEN TRADING CORP.,03-00920,Wholesale (vinous & spirituous,"2045 SOUTH VALENTIA, UNIT 12",Denver,CO,80231,39.67991002,-104.892351965
MANRAJ INC & 7-ELEVEN INC,7-ELEVEN STORE 29024B,04-01648,Fermented Malt Beverage and Wine (city,880 SOUTH BUCKLEY ROAD,Aurora,CO,80017,39.70055314,-104.790532545
CADA LLC,RAEN WINES,03-09568,Winery Direct Shipper's Permit,6780 MCKINLEY AVENUE SUITE 170,Sebastopol,CA,95472,38.40413201,-122.821377973
AMERICAN GAS & CONVENIENCE STORE INC,AMERICAN GAS & CONVENIENCE STORE,04-00879,Fermented Malt Beverage and Wine(county,2385 WEST 84TH AVENUE,Denver,CO,80260,39.84936901,-105.015053975
CHIPS Y SALSA LLC,CHIPS Y SALSA,03-20050,Tavern (city,122 WEST MAIN STREET,Florence,CO,81226,38.39041201,-105.118724036
CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL,24-71530-0052,Hotel & Restaurant (city,8000 E BELLEVIEW SUITE F20,Greenwood Village,CO,801112660,39.623676,-104.896076966
HILLTOP BEVERAGE LLC,HILLTOP,03-17526,Retail Liquor Store (city,2116 PICTURE POINT DRIVE,Windsor,CO,80550,40.43938025,-104.902979917
WELSH RABBIT CHEESE BISTRO LTD THE,THE WELSH RABBIT CHEESESHOP,03-02218,Takeout & Delivery Permit,200 WALNUT ST UNIT B,Fort Collins,CO,80524,40.58898701,-105.076306996
,LAS TORTAS GREELEY,03-12805,Takeout & Delivery Permit,1918 9TH STREET,Greeley,CO,80631,40.42374001,-104.710006008
PERATA EUGENE M,FRATELLI PERATA,25-62209-0000,Winery Direct Shipper's Permit,1595 ARBOR RD,Paso Robles,CA,93446,35.59398598,-120.717352974
,ALPENROSE VAIL,03-11311,Takeout & Delivery Permit,100 EAST MEADOW DRIVE #25,Vail,CO,81657,39.64226098,-106.377237042
URSUA JOSE G,LOS PORTALES MEXICAN RESTAURANT,42-25746-0000,Hotel & Restaurant (city,3487 S LOGAN ST,Englewood,CO,80113,39.65338623,-104.983014388
LA HERRADURA LLC,LA HERRADURA,03-11053,Takeout & Delivery Permit,708 US HIGHWAY 24 SOUTH,Buena Vista,CO,81211,38.835005,-106.128746972
WATERSHED DISTRIBUTING LLC,WATERSHED DISTRIBUTING,03-19524,Wholesale (vinous & spirituous,123 LINDERMAN AVENUE,Buena Vista,CO,81211,38.84099199,-106.132681019
Sushi-Rama,SUSHI-RAMA,03-08455,Takeout & Delivery Permit,10012 COMMONS STREET BLDG C #106,Lone Tree,CO,80124,39.53444498,-104.880917959
YODIT LLC,MD LIQUORS STORE,42-86309-0000,Retail Liquor Store (city,2895 S BROADWAY,Englewood,CO,801131524,39.66421398,-104.987996018
"WEGO211, LLC",COLONEL MUSTARD'S SANDWICH EMPORIUM,03-15873,Hotel & Restaurant (city,1412 SOUTH 21ST STREET,Colorado Springs,CO,80906,38.83278545,-104.859290262
SOUTHERN GLAZER'S WINE AND SPIRITS OF COLORADO LLC,SOUTHERN GLAZER'S OF CO,40-55351-0002,Wholesale (vinous & spirituous,22800 EAST 19TH AVENUE,Aurora,CO,80019,39.74316573,-104.722420529
KASUAL FOODS LLC,WOOGLIN'S DELI,40-54751-0000,Hotel & Restaurant (city,4750 BARNES ROAD,Colorado Springs,CO,80917,38.89743199,-104.739030024
DILLON COMPANIES LLC,KING SOOPERS DIV NO49,01-10779-0066,Fermented Malt Beverage and Wine (city,17000 E ILIFF AVE,Aurora,CO,80013,39.67178997,-104.790187881
"SEASHELL CELLARS, LLC",SEASHELL CELLARS,03-12776,Winery Direct Shipper's Permit,2910 LIMESTONE WAY,Paso Robles,CA,93446,35.57610101,-120.688513024
APPLE COLORADO LLC,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,03-00749,Takeout & Delivery Permit,4001 WEST NORTHERN AVENUE,Pueblo,CO,81005,38.23559398,-104.662977999
APPLE COLORADO LLC,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,03-00976,Takeout & Delivery Permit,14091 EAST ILIFF AVENUE,Aurora,CO,80014,39.67540806,-104.824523174
EL2020 INC,MAJOR LIQUOR,03-15339,Retail Liquor Store (city,529 IRIS DRIVE,Sterling,CO,80751,40.61040198,-103.219342028
STRATMOOR LIQUORS LLC,STRATMOOR LIQUORS,12-22230-0000,Retail Liquor Store (county,1807 B STREET,Colorado Springs,CO,80906,38.77419299,-104.791869039
BEST CRAFT DISTRIBUTION LLC,BEST CRAFT DISTRIBUTION LLC,03-20262,Importer (malt liquor,815 14TH STREET SW SUITE C245,Loveland,CO,80537,40.37978502,-105.091484024
J&G STORES LLC,GREELEY LIQUOR WAREHOUSE,03-02248,Retail Liquor Store (city,1020 28TH AVE UNIT 107 A & 107 B,Greeley,CO,80631,40.42178799,-104.724775005
BLOSS AND ASSOCIATES LLC,KLONDIKE LIQUORS,03-02445,Retail Liquor Store (city,444 MAIN STREET,Walden,CO,80480,40.73076502,-106.282427994
,LITTLE FINCH,03-18227,Takeout & Delivery Permit,1490 16TH STREET MALL,Denver,CO,80202,39.75012401,-104.999193989
LAS DELICIAS CORP,LAS DELICIAS NO 1,01-97806-0000,Hotel & Restaurant (city,439 EAST 19TH AVENUE,Denver,CO,802031217,39.74635001,-104.981446986
CO CULICHITOWN LLC,CULICHITOWN,03-20033,Hotel & Restaurant (city,205 SOUTH ABILENE STREET,Aurora,CO,80012,39.71262735,-104.825017454
SHINING MOUNTAIN ENTERPRISES LP,SHINING MOUNTAIN GOLF CLUB,07-95636-0000,Hotel & Restaurant / Optional (city,100 SHINING MOUNTAIN LANE,Woodland Park,CO,80863,39.02155007,-105.069367099
PROGRESSIVE EXPLORATION LLC,FOREST ROOM FIVE,40-94522-0000,Hotel & Restaurant (city,2532 15TH STREET,Denver,CO,80211,39.75775699,-105.011384964
JOE'S LIQUOR INC.,JOE'S LIQUOR INC,03-16521,Retail Liquor Store (county,7787 BRIGHTON ROAD,Commerce City,CO,80022,39.83791501,-104.923768009
DE LA MONTANYA WINERY INC,DE LA MONTANYA WINERY INC,14-72860-0000,Winery Direct Shipper's Permit,999 FOREMAN LN,Healdsburg,CA,954489464,38.581292,-122.878070987
OAK RIDGE WINERY LLC,OAK RIDGE WINERY LLC,15-38283-0001,Importer (vinous & spirituous,6100 E HWY 12,Lodi,CA,95240,38.13765054,-121.241039958
WINTER PARK WINERY LLC,WINTER PARK WINERY LLC,28-36089-0002,Manufacturer (winery,395 ZEREX STREET,Fraser,CO,80442,39.94744101,-105.816292002
ESO TERRA INC.,ESO TERRA INC.,03-13201,Limited Winery,18390 HIGHWAY 145,Dolores,CO,81323,37.47600702,-108.483737972
"ANNAELI, INC & 7-ELEVEN INC",7-ELEVEN STORE 34012B,04-01659,Fermented Malt Beverage and Wine (city,5241 WEST 72ND AVENUE,Westminster,CO,80003,39.82775602,-105.056230996
KHALED SAWAKED,JOE'S LIQUOR,03-16773,Retail Liquor Store (city,12018 WEST JEWELL AVENUE UNIT A,Lakewood,CO,80228,39.68175001,-105.129804995
MOM'S BAKING CO LLC,MOM'S BAKING CO,03-07204,Beer & Wine (city,100 NORTH MAIN STREET  SUITE 214,Breckenridge,CO,80424,39.482439,-106.045721036
PARK FOOD INC,MIYAKE JAPANESE RESTAURANT,42-64529-0000,Beer & Wine (city,4104 OUTLOOK BLVD  SUITE 132D,Pueblo,CO,810081670,38.31077102,-104.626362996
FOGO DE CHAO CHURRASCARIA (PARK MEADOW LLC,FOGO DE CHAO,03-10571,Hotel & Restaurant (city,8419 PARK MEADOWS CENTER DRIVE #G300,Lone Tree,CO,80124,39.562117,-104.879140996
,OKINAWA,03-11304,Takeout & Delivery Permit,1301 WASHINGTON AVENUE #120,Golden,CO,80401,39.75461201,-105.220128971
V F W,PUEBLO WEST POST 5812,09-22680-0002,Tavern (county,127 E SPAULDING AVE,Pueblo,CO,810071883,38.33301001,-104.739235968
"LOS AMIGOS KITCHEN,LLP",MI GUSTO ES,03-14068,Hotel & Restaurant (county,7260 NORTH PECOS STREET,Denver,CO,80221,39.828593,-105.005557027
WALMART INC.,WALMART SUPERCENTER #5003,04-00306,Fermented Malt Beverage and Wine (city,211 ASPEN VILLAGE DR,Pagosa Springs,CO,81147,37.26008898,-107.063058022
MONACO LIQUOR WINE AND SPIRITS LLC,MONACO LIQUOR WINE AND SPIRITS,03-15315,Retail Liquor Store (city,2243 SOUTH MONACO PARKWAY UNIT 111,Denver,CO,80222,39.67608402,-104.914740028
MINI MART INC,LOAF N JUG #1,03-27943-0029,Fermented Malt Beverage and Wine (city,2ND AVE & CRANSTON AVE,Fowler,CO,81039,38.13038002,-104.017580004
CHAPELTON VINEYARDS,CHAPELTON VINEYARDS,03-20307,Winery Direct Shipper's Permit,14858 WHITMAN RD,Washington,TX,77880,30.28164099,-96.203368966
RACHEL'S KEEP ON KEEPIN ON,RACHEL'S KEEP ON KEEPIN ON,03-14204,Hotel & Restaurant (city,26 ESCONDIDA DRIVE,South Fork,CO,81154,37.6625191,-106.647514129
DOWNTOWN GRILLE LLC,4TH & MAIN DOWNTOWN GRILLE/ FLIRATION POINT BREWERY,03-14240,Brew Pub (city,402 MAIN STREET,Wray,CO,80758,40.077655,-102.221695977
CST METRO LLC,CIRCLE K #2744052,21-79919-0239,Fermented Malt Beverage and Wine (city,3504 S TOWER ROAD,Aurora,CO,800133572,39.6525294,-104.771618864
